req_count_1m,req_count_5m,avg_req_interval,std_req_interval,burst_max_5s,unique_endpoints,unique_methods,get_ratio,post_ratio,4xx_count,5xx_count,401_count,403_count,404_count,avg_latency,max_latency,bytes_sent,avg_payload_size,failed_auth_count,token_changes,distinct_user_agents,admin_route_hits,sensitive_route_hits
18,81,4947.773743897706,202.48737816963063,4,2,1,0.9530908373853908,0.1639861656992798,2,0,0,0,0,73.6886900365561,97.7980024798814,4827.0101395685415,303.0828716511238,0,0,1,0,2
6,57,913.2749375400124,615.3389760070304,1,10,1,0.7594411517844366,0.10408482195993277,1,0,0,0,0,61.957814042474816,184.9695809633684,988.0698562329228,173.8540467888432,0,0,1,0,1
33,76,943.5922409741636,104.95779064758591,3,13,2,0.9838650144585541,0.1498659597362038,0,0,0,0,0,99.04924320328055,241.5373556446189,3331.1449616641726,497.62667106359487,0,0,1,0,2
36,15,4851.379475488637,783.4101986493151,1,7,2,0.7000449667895319,0.23847796641244365,0,0,0,0,0,101.70502309149215,76.40369333661766,2203.1671472966736,206.678486471138,0,1,1,0,1
29,89,1863.2937330191521,676.6044839873982,3,11,1,0.7612922406014606,0.09729363637325418,0,0,0,0,0,59.30599466997254,243.47669191675874,970.1295285877279,298.96316898628277,0,0,1,0,2
14,97,3464.075567842397,166.64613270600907,1,4,2,0.8680981219786491,0.2688970082079079,0,0,0,0,0,94.40794482751338,127.61046457499074,218.48216106199484,55.49017810853829,0,0,1,0,0
30,98,508.63468396849913,154.6162911273058,3,7,2,0.7676526177191861,0.23536590192063903,0,0,0,0,0,83.8471422439573,241.18711976012239,4506.489310941427,408.0883402045219,0,0,1,0,0
21,65,4175.349330414233,662.2278200702091,6,12,1,0.887184950575868,0.2901277500751829,0,0,0,0,0,96.95711712537047,24.74229771132158,1746.4758330059515,445.15728614332056,0,0,1,0,0
33,33,2612.7838761188395,997.4745795282086,1,8,1,0.888277858907396,0.15059092207868344,2,0,0,0,0,117.1954640895244,291.0610992000357,2234.5322863160104,457.6915466573035,0,0,1,1,0
1,35,515.7448578756055,655.4349350094241,6,7,1,0.990852210726754,0.07798211264318956,1,0,0,0,0,67.53562047447264,147.08157381834405,4028.172939769066,315.4403948057013,0,0,1,0,0
28,12,4001.8415558469424,452.6486779644815,2,10,1,0.7238410202446407,0.011770376716883756,0,0,0,0,0,37.5581874224612,31.253343367686295,1862.7413586741482,139.50303475696646,0,0,1,0,1
11,38,2079.129983915482,169.01104460083715,1,2,2,0.874713551382124,0.08331109092615653,0,0,0,1,0,55.79020496944204,237.2562140455183,1207.3050028261734,204.12976843341457,0,0,1,0,0
23,49,1117.196859280732,156.60568179658935,2,8,1,0.7682053881453832,0.23565036966148972,0,0,0,0,0,53.19763030016119,95.10201872045477,1745.940900174644,217.9320155015552,0,0,1,0,2
24,29,4345.632916995013,222.34955544033366,5,2,2,0.9560872883050715,0.2882112714537475,0,0,0,0,0,13.891847663071598,102.33045503064598,3868.3719810921557,173.9160516402804,0,0,1,1,0
270,198,50.62701258458906,0.22850096161929512,99,23,4,0.7391300544804412,0.16754301753186943,273,44,77,33,147,341.47631903193985,2819.3029288392213,14984.298309818307,6063.899957913753,11,4,8,19,36
4,63,3210.7201642631726,316.34621382897166,5,14,1,0.9461792966845124,0.010857726258752153,0,0,0,0,0,116.85981075237731,138.98602972917618,2769.7593873178553,264.7875599185506,0,0,1,0,1
35,89,3302.518731983221,167.38401561091877,2,10,1,0.9137984762973744,0.03818111572048076,1,0,0,0,0,37.7275475628049,40.70118831087495,2933.318186542799,153.19791929443238,0,0,1,0,1
37,26,1780.563316987727,129.16938560591223,3,8,1,0.8523932880934955,0.12081258963169883,0,0,0,0,0,81.76614855570463,215.33459519648443,1799.1165953381399,441.7533603915166,1,0,1,0,1
37,109,3874.5876762186595,784.3932464108049,1,8,1,0.9762313505318239,0.039304071634428416,0,0,0,0,0,42.38379081331062,186.74227928539776,447.4800557559536,113.06389651056992,0,0,1,0,0
12,83,732.9135115916636,150.89551342012498,4,8,2,0.7191299946441294,0.024078393391726193,0,0,0,0,0,91.38663957032318,284.175445343669,433.40400476141326,93.72790602754927,0,0,1,0,0
30,81,4487.510140484428,547.7972654917012,5,11,2,0.8104648606426307,0.029206688113534673,0,0,0,0,0,46.751228341542536,54.50958633967978,807.0476356005835,338.3479969145845,0,0,1,0,1
31,74,2712.0052915747133,434.5954049356271,7,7,1,0.9410091068880715,0.27251351666683915,0,0,0,0,0,32.11264301694942,157.95323617945073,4625.146545550526,152.42652200110012,0,0,1,0,1
37,75,722.8929585525368,188.5526697865608,5,2,1,0.7834132625055583,0.10816880942022837,0,0,0,0,0,62.57952714774876,287.31856253552087,1169.7557346360677,388.4164263604776,0,0,1,0,0
17,90,4188.330044224288,132.09177040188845,5,12,2,0.7525954967998953,0.2130197918023554,0,0,0,0,0,14.267381340883691,267.4884659144009,4726.330456024327,376.470477320352,0,0,1,1,0
23,113,2189.646845475613,858.0845517747686,1,14,1,0.9246131776249413,0.06093850337790846,0,0,0,0,0,69.86124749151458,47.15145303204662,4823.017015117128,115.12245508543195,0,0,1,0,2
28,83,546.5065392993464,65.86706208777103,4,8,1,0.7608007424330934,0.09059920139816248,0,0,0,0,0,66.14637864755967,129.61610142438727,801.8373033019767,122.60304537402578,0,0,1,0,1
25,27,2740.6739774580146,565.9882137974872,2,14,2,0.9422085696845501,0.21013367560164783,0,0,0,0,0,32.84944557154138,57.55585855902361,4372.434254253332,362.0712189770301,0,0,1,0,2
99,1077,57.84436561061131,4.623964685147379,54,15,4,0.87246643172185,0.7853137585300303,16,14,57,48,82,367.2380696012507,586.6456568515091,5623.295512191058,4637.900987844035,89,5,7,23,11
39,49,2259.068780678842,369.80323116497857,1,7,1,0.7166389735304869,0.15800215008889856,0,0,0,0,0,49.016271630883494,265.75120038083037,1931.3360209279606,351.9134575561426,0,0,1,1,0
2,75,1828.2698684232878,668.6542463091212,3,4,1,0.7773649373742715,0.13107661414226512,0,0,0,0,0,48.2508769456185,131.1164155470238,941.6179598076571,395.1829256591138,0,0,1,0,1
153,544,8.30788506799437,4.50992653117002,30,13,2,0.7486517332215723,0.34630857889803207,61,39,33,41,23,510.71592760413057,499.46848192449903,27003.161942770195,6245.462006365884,23,5,8,21,19
29,91,3768.4334461521316,708.7695143201511,7,3,1,0.7864899040080178,0.16885749741711495,0,0,0,0,0,75.44128813112823,183.7764483662457,2570.5490884428896,325.2518090216245,0,0,1,0,0
20,101,1495.2978416197286,242.132441494845,4,14,2,0.8888970849070577,0.09317240002954959,0,0,0,0,0,28.04864454395218,269.2611117699968,3392.9724731581446,350.5498841114314,0,0,1,1,2
143,662,15.965196865121513,0.16606182832629435,58,59,2,0.3516046755612966,0.4521666049062242,31,4,71,13,35,158.3164038128791,2760.2095573663105,37898.688062523914,5497.805686889868,35,10,9,30,33
14,45,1052.8671001575585,407.9615662655713,3,1,1,0.7011799669389378,0.16966122126038538,1,0,0,0,0,50.33407920165133,205.8832496749499,3213.5377445277586,23.281966742155102,0,0,1,0,0
288,338,48.6519910233088,0.22978392747169174,40,56,3,0.6581219779989242,0.2844605831061022,242,2,6,49,68,414.3362434457449,990.6916063235349,22285.059461376506,7876.0938826012925,29,6,8,17,47
172,471,65.94452002742115,0.18484401343845214,71,54,2,0.4095950510412365,0.7334260098391134,21,11,18,30,108,632.5964293787571,1532.0618418175786,14764.398600625898,2457.736803923923,68,13,6,27,24
4,93,3190.810915866257,267.2596208741918,3,9,2,0.7487327009154112,0.054268317565103884,1,0,0,0,2,69.44674902138388,38.71795649059178,157.8744625787523,199.2578066310662,0,0,1,0,1
31,23,2253.1658593846023,805.3285948890009,4,10,2,0.9029335169690802,0.052888993478042025,0,0,0,0,0,92.42335744397427,66.32235475281801,4798.566697876366,244.4581873937721,0,0,1,0,0
397,1445,31.826721645062886,2.1534158100100247,85,26,4,0.6109281508689954,0.8729816910913569,47,23,81,30,22,255.95724982239435,1282.386300177005,20684.898622551933,6036.036880617752,13,4,9,5,33
19,93,2947.7230337173833,276.44201288925416,2,10,1,0.7239640808420224,0.1603718350235638,0,0,0,0,0,39.023062068127516,179.31154827497969,4988.077274548235,353.665242525776,0,0,1,0,1
21,109,3438.093165871166,100.39391167499937,1,14,1,0.7665721170489386,0.20435992443480028,0,0,0,0,0,98.88831733697685,223.82778061567166,3082.3944032176682,101.99813477419234,0,0,1,2,2
4,103,586.8246124381337,35.378011155997164,5,13,1,0.8763744600676404,0.28868033386698255,0,0,0,0,0,89.4096489619393,205.82494049339857,3372.61936783247,400.8024350263634,0,0,1,0,2
30,10,4178.384848038841,437.3079619845494,3,13,1,0.8667871504191865,0.04315932575518909,0,0,0,0,0,22.756736058783922,244.6453638478171,728.7643180458847,243.98176546593015,0,0,1,0,0
33,32,4506.649570684229,140.54209976043762,6,7,1,0.8994989750144249,0.27906749523833324,0,0,0,0,0,81.00826855944165,105.63285032869763,4582.085380928187,482.5047299513304,0,0,1,0,2
209,1116,7.582515331169047,3.218967456651466,57,21,3,0.44414460064967853,0.4269448894403539,14,27,91,7,22,530.4116476372661,2488.309411870007,42227.11879612979,1944.2083750537693,64,10,6,23,41
20,115,4249.43088739459,15.28026518693367,7,4,2,0.749649892666181,0.25888501302980743,0,0,0,0,0,39.72336101736573,278.6326558830199,157.587864591351,317.02158810621836,0,0,1,0,0
17,113,1320.967311371825,101.77767136103189,1,14,2,0.9499273597025631,0.00733906797648729,0,0,0,0,0,59.12073914044361,165.245048142748,3782.551285196723,277.2532616920402,0,0,1,2,2
319,1157,35.61248790428853,2.242883863178782,92,18,2,0.7344453163455273,0.10133041991993474,137,3,53,15,110,524.2505763785366,1284.8787181944995,39604.139103563,2196.7144629300647,60,3,7,29,16
2,15,1334.2655239202875,553.9844487472853,6,6,1,0.9138635022287184,0.057269826039182264,0,0,0,0,0,106.65832659406158,283.87671148772,334.5100511036011,184.30538156737603,0,0,1,0,0
23,83,4434.681826903827,945.9082027419871,7,3,1,0.9159253365925235,0.2098807584765205,0,0,0,0,0,88.35087672627053,296.13624625974694,2962.656914691856,155.717428500114,1,0,1,0,2
36,70,4047.8523516376868,652.5621431088416,6,13,1,0.9106762312228298,0.07454395374427646,0,0,0,0,0,36.78184371195012,212.87076795581007,1746.1756813770505,42.3346059064027,0,0,1,0,0
34,25,2888.919870317715,594.3957239745112,1,12,2,0.7907075997193532,0.079756282347038,0,0,0,0,0,25.413830021137024,47.32875018131767,2462.6487320421406,109.09834434296167,0,0,1,0,2
6,99,982.9603825593991,761.344739039497,7,5,2,0.7050709255958413,0.2289977075770728,0,0,0,0,0,60.814959304079444,137.41106490992087,2886.3723988544525,243.9743176132899,0,0,1,0,2
37,92,4999.515700466721,874.3250281437504,7,12,2,0.8786011075676595,0.13258982608370654,0,0,0,0,0,87.66220378016425,165.66341931784177,4556.9821697959505,142.36422753335304,0,0,1,0,2
21,47,2194.4319647798543,666.0881977844747,7,9,2,0.8188805162567139,0.04151021042103152,0,0,0,0,0,21.801421549344163,233.9969204771451,2291.5840786743,224.3931578758516,0,0,1,0,1
39,34,2216.4186096789904,910.2045451259188,6,12,2,0.9946814293477948,0.2970320603424014,0,0,0,0,0,41.367380521386806,229.08731046527024,1141.855281339669,194.09198252277093,0,0,1,0,1
3,60,1457.3557855609076,711.9385202163927,4,4,2,0.8144647773426871,0.2484873299861377,0,0,0,0,0,99.2731504266163,239.19150937011273,3634.4552482612557,444.89105578621474,0,0,1,0,2
3,39,3562.6473657797405,139.65114547253367,1,2,1,0.7245646866540734,0.042088459184285706,0,0,0,0,0,95.96058281526086,203.27224248248672,1170.7640844306877,288.7656231865586,0,0,1,0,0
29,67,3141.623641355109,64.36976608766317,2,3,1,0.8655274056489606,0.1980237119355104,1,0,0,0,0,94.26489547045112,142.0267837588595,350.8898889445861,266.2064162042497,0,0,1,0,1
9,48,1218.6361510618356,508.1269077207998,5,11,2,0.8380949562339499,0.16445487555273397,0,0,0,0,1,56.42999192661316,280.06149484798055,2979.568538256504,170.31808418889332,0,0,1,0,1
3,34,3055.619792053219,919.5063534615028,2,3,2,0.9020817468683852,0.2657462469042408,0,0,0,0,0,42.517028732342276,89.35964446182939,2398.5715926372773,34.73317603694825,0,0,1,0,0
2,74,1370.6378976208455,812.2629848168657,4,1,1,0.9855569561981306,0.011374550600965627,0,0,0,0,0,110.15866499801614,47.82309654863778,3436.802357916655,387.8094270396634,0,0,1,0,0
13,47,2169.3026295019727,336.2082553351859,7,7,2,0.889812935847546,0.09940308770390137,1,0,0,0,0,43.518572584881774,280.53230276606206,4146.835862708327,17.359786607213934,0,0,1,0,0
30,37,3269.0796497941965,930.3836883078278,4,14,1,0.8029223665545062,0.08237019924878836,0,0,0,0,0,22.747747003509268,86.58576937452568,1388.2747441778442,326.8678797149282,0,0,1,0,0
16,22,2270.176209057042,590.8672665882501,1,2,1,0.9400067816229896,0.23290363710738954,0,0,0,0,0,89.94338983163922,142.88286653563026,3386.8266743055797,433.59683317330587,0,0,1,0,1
22,6,2267.237181958053,83.93616412553398,7,6,1,0.7845690821764519,0.05139396073893826,0,0,0,0,0,94.61873720446245,237.51547490940104,4894.753929506091,221.1701028930829,0,0,1,0,1
24,59,1077.5241367133654,749.8353175842008,7,6,2,0.8151930044974798,0.2936806857429516,0,0,0,0,0,110.090927940996,25.084978756866626,609.6136071570645,439.9804017410941,0,0,1,0,1
39,27,1397.7481526670185,327.1286271541395,4,6,2,0.923560114585928,0.2551437389319628,0,0,0,0,0,110.20902103554803,114.36920510250718,2854.381264640427,10.586854837100256,0,1,1,1,0
21,55,3757.348598851187,189.82889540329413,2,11,2,0.888069192314956,0.2000159404928377,0,0,1,0,0,43.74189815230928,298.2507177300152,3908.0520352205035,39.26579083064424,0,0,1,0,0
21,85,2245.1580909923878,859.372923217602,6,9,2,0.9814836446157016,0.21931868722073666,0,0,0,0,0,60.521490646952,104.60891289948252,1302.0674928865997,36.522566483467465,0,0,1,0,1
7,118,2561.495694425664,715.9196240598721,2,6,1,0.7484677161553401,0.10912296431065151,0,0,0,0,0,26.569413061296757,199.78866623966715,4791.0020897690765,91.31879766057321,0,0,1,0,1
9,69,4344.616093814646,27.855756380467465,5,5,1,0.7601630164299021,0.10171231966283684,1,0,0,0,0,55.11639539027609,66.46794057001829,4317.961110202557,458.45346483209676,0,0,1,0,0
15,29,4338.107302891689,737.684681579289,6,11,2,0.7959376047375517,0.24454430556690188,2,0,0,0,2,74.24466759283813,35.54631203221862,2045.6489957630822,70.27195629484328,1,0,1,0,1
19,68,4135.402564745536,625.6039766456006,6,14,1,0.9522206308358006,0.29272914578996295,0,0,0,0,0,100.21973611917177,70.17273105560643,2901.194823801721,232.72390200903598,0,1,1,0,1
33,109,2707.5753053647095,380.80992345840235,7,1,1,0.7361249267749205,0.012654771629127792,1,0,0,0,0,54.15409708426457,51.52782565779111,2239.291570777471,352.9133985010264,0,0,1,0,2
21,10,2300.2243851423627,601.3946094188068,2,8,2,0.7400561380172264,0.019085600636814914,0,0,0,0,0,48.640465379380075,221.033456317053,3196.7773699149843,166.67250862143828,0,0,1,1,2
23,59,4239.77605623323,200.8867654786059,6,5,1,0.8779724394419847,0.06829027293402365,0,0,0,0,0,26.853095393069076,263.70281431348246,3793.4939897857143,217.12982219690707,0,0,1,0,0
297,429,46.598618341432584,3.041154567700355,75,62,2,0.4122894785155291,0.8747933607093309,256,17,51,18,52,494.16377225644226,2934.5241815446257,5286.399448816939,7457.787458817852,66,13,8,25,21
378,591,80.80270386911847,4.9848404735709355,39,30,3,0.2737632282685527,0.7152379206699617,162,25,97,14,114,433.7414162186867,2172.070665089068,29190.295270259405,3166.941758832503,83,6,8,36,21
15,92,3014.000071489912,75.00434337025695,7,6,1,0.7278189123047681,0.07902509893775951,2,0,0,0,0,102.9867000671318,104.36798360404357,1921.3953610479646,117.15185139920237,0,0,1,0,2
23,34,4606.370346214389,642.2585415868307,5,7,2,0.7333168331659468,0.1630480037028048,0,0,0,0,0,94.00762610091462,297.14074507881907,1710.2980346923775,164.16517451874506,0,0,1,0,1
37,6,560.2455166993583,500.2222994692601,4,10,1,0.7112226183332515,0.0849580505813471,0,0,0,0,0,105.63568666779119,188.50951364621417,125.92135393500672,102.36619484194559,0,0,1,0,1
7,65,3739.600119597898,401.90645719598854,7,4,2,0.9688870676529948,0.19689007599444353,2,0,0,0,0,64.49184589970753,266.5117097250284,538.6060260228418,281.58558545584754,0,0,1,0,2
7,57,3019.6616079571445,38.35079873716539,2,2,1,0.9811672191839329,0.2376502819094726,0,0,0,0,0,73.32445919732449,71.80465231795714,2381.22834048766,21.237848732834628,0,0,1,1,1
25,118,3897.5408260792187,201.06659881910866,2,10,2,0.9899719331459795,0.03417607605798312,0,0,0,0,0,105.00995491166888,268.5091107675689,3376.6390579568615,90.67017353439077,0,0,1,0,0
367,1471,51.18868507949766,4.081156491142559,55,60,3,0.3392300113715543,0.4005868444008881,275,1,46,28,116,619.1686588286815,2026.6205847759554,10991.302111911029,6690.0021605717075,17,13,4,21,12
1,75,850.0145490954042,295.42436608318246,5,10,2,0.8107705377787517,0.08124212158055265,0,0,0,0,0,24.103421835244088,294.7839112640547,2697.1716070505668,17.1933656023458,0,0,1,0,2
28,89,2721.6323861151964,597.8780467881677,2,13,1,0.9419203556593461,0.23131731396208208,0,0,0,0,0,21.10147720007252,238.4934952853603,3938.98925052446,344.3645260125028,0,0,1,0,2
36,53,2094.987345017941,802.304207114781,3,11,2,0.9835683223271379,0.27987875775153537,0,0,0,0,0,58.20069861605592,85.99805607006726,1168.2871755510407,436.6639891602553,0,0,1,0,1
25,81,2707.687211569726,115.99192377150283,7,4,1,0.9517372576599407,0.17774464574635546,0,0,0,0,0,106.35774589367178,84.9074011457426,627.6495843497604,436.99702862083575,0,0,1,0,2
17,100,4737.814140856352,588.6932141975311,4,14,1,0.9252558482093186,0.050669793039365314,0,0,0,0,0,75.70721624768136,254.65701861473195,3224.8032281908563,371.4622642181557,0,0,1,0,0
18,96,1851.893633820137,881.8320384718251,3,5,1,0.8931608363352792,0.018338533600038853,0,0,0,0,0,85.75993735085243,229.9340543816058,3942.2536968254817,152.38639746667542,0,0,1,0,2
39,25,3047.1186314001925,21.2494142543091,5,13,2,0.9307683268848079,0.01784431541017124,0,0,0,0,0,113.68175580738124,287.93054106830255,744.2795070869662,149.33899283563645,0,0,1,0,1
22,11,2124.582575416516,830.9597544534378,7,5,2,0.9309172372727262,0.061225438419028666,0,0,0,0,0,45.16852103461607,291.3057178525642,4849.120527749213,261.3845392148768,0,0,1,0,2
20,119,3193.204740001682,430.2422456560285,5,2,1,0.8936038016658976,0.11763308659957533,0,0,0,0,0,50.157304936925016,251.65492111504847,1700.9432430277054,39.027411074440245,0,0,2,0,1
12,18,3096.879977240441,818.4277413725334,5,7,2,0.8948773690819619,0.16514427514100108,0,0,0,0,0,25.749811039866128,244.19310415607345,2056.1026676724405,244.22574063260177,0,0,1,0,2
9,78,1577.3267083787923,289.5947777171389,7,7,2,0.8960076265139761,0.17313372704516602,0,0,0,0,0,46.05662998800229,140.22239960579194,3631.9139472973866,179.00768905806035,0,0,1,0,1
9,116,1258.9839782961258,900.4528500330655,4,7,2,0.9708410973382047,0.05182220236463445,0,0,0,0,0,53.972949331387106,194.6433798931215,3944.195669319208,280.76204594951406,0,0,1,0,1
17,19,2211.7787459480396,585.5874186715405,7,12,2,0.9209327364806583,0.0037864229156833293,0,0,0,0,0,79.80606514852997,121.31996011873503,986.1476331731178,141.62555951720745,0,0,1,0,0
26,72,3696.277285589465,811.4789986533349,2,11,2,0.8829227643574442,0.06549215554853041,1,0,0,0,0,92.54648986271545,33.631249834350655,3883.0081120474256,462.1383802149105,0,0,1,0,2
37,116,2419.112433961448,885.9031586655519,5,9,2,0.8725527741787771,0.29150328717369955,0,0,0,0,0,51.55336931501995,278.90991232485453,3881.318286308078,469.2533481974448,0,0,1,0,0
1,73,4745.896788535252,861.7908216084282,2,1,1,0.7981953661176232,0.027261405307255192,0,0,0,0,0,88.53665344194947,164.37027445467788,3916.1847366419656,35.32341413231455,0,0,1,0,1
9,23,4755.014629989384,255.58050848185215,3,2,2,0.901516697492476,0.29469913198809716,0,0,0,0,0,107.91753457666985,159.47342380493006,1559.610919483564,434.9419400322593,0,0,1,0,1
95,661,12.413456450160156,4.600605128281728,57,29,2,0.22854752283433266,0.8707850422759036,251,31,32,44,37,434.55826110256095,1692.3183460490166,11044.292087480508,1796.2910013470555,18,4,8,22,23
177,789,60.84457205216911,4.731784155913214,32,57,3,0.8221494630154986,0.5784193263323605,60,44,17,17,97,210.5138190625072,2124.3442495676363,38202.709014276916,7757.031413429688,91,11,8,32,46
20,62,3217.421609802256,278.2957080247567,2,12,1,0.7426970492576895,0.23519546168758637,0,0,0,0,0,13.455269371135563,201.4209534678759,2757.664804941418,468.4602523246549,0,0,1,0,2
12,62,2818.3194919475645,857.7394066541208,6,5,1,0.8428308106838456,0.02704399410725016,0,0,0,0,0,18.375173502780516,203.47887625934635,2986.442765832221,141.06017215179588,0,0,1,0,2
18,66,3533.668907914258,325.8625652529675,3,4,2,0.9102456811660431,0.2673614237986462,0,0,0,0,0,102.74967966886707,291.0036292780708,1132.825126815009,86.38668169826485,0,0,1,0,1
33,7,994.1774156330036,464.87562096049555,6,5,2,0.7620832877773519,0.07545711959560218,0,0,0,0,0,118.64454106505202,37.49298859254233,4694.802196818191,352.8838866675245,0,0,1,0,2
15,92,1081.73303325993,892.5738624693995,4,9,1,0.769139515201365,0.20619570392237715,0,0,0,0,0,95.0152626625355,149.8960372247041,2045.5295465687102,337.43785783801974,0,0,1,0,2
14,74,1284.4077829791709,680.1822439815389,5,13,1,0.9829372545026048,0.2872759781327824,0,0,0,0,1,111.9352191660202,130.7542046740404,3595.583354282837,84.48251861306389,0,0,1,0,1
32,30,1158.525137082431,584.3575238333073,6,5,1,0.8982501406836696,0.22669211404793874,1,0,0,0,0,100.29428311814222,245.6050459483464,1174.0277421013052,466.130490007771,0,0,1,0,2
2,13,4673.288503964768,526.925494358095,5,9,2,0.9840694542043499,0.14399598232234936,0,0,1,0,1,20.675465080626402,180.0229980601866,238.25592519038517,7.80702560560581,0,0,1,0,1
9,16,4354.293148809903,642.4059603001641,5,9,1,0.7492935023034919,0.05185085297777433,1,0,0,0,0,41.06008985765584,48.13995149579746,1280.3415507679001,319.16258868038983,0,0,1,0,2
25,37,2050.6516085793082,224.66190902287644,4,7,2,0.7489074879656091,0.28320377607874897,0,0,0,0,0,98.75019611752089,145.3063305545909,2307.564990982847,284.5889710456319,0,0,1,0,2
23,59,4115.189546332007,408.66597208937714,7,3,1,0.8221798128116465,0.04709629848789002,0,0,0,0,0,112.54278787399389,187.0405125587638,442.5370310981868,429.9116914237866,0,0,1,0,0
35,91,772.6843521632682,243.97527768007237,7,8,2,0.7048237924273012,0.18798158762012648,0,0,0,0,0,16.732405929640713,260.9916828412952,4149.56193934407,5.231208788760711,0,1,1,0,2
28,112,1587.0361294325141,187.27097808895445,5,13,2,0.7810707695602886,0.1180346492055826,0,0,0,0,0,105.95788646091438,248.33613784790361,4292.805999867568,88.27186719838865,0,0,1,0,0
10,113,4789.959900277651,967.6305073049807,7,9,1,0.803904702275168,0.20823903457258022,1,0,0,0,0,84.02523820254224,77.78743847735913,402.4778938210338,297.05493531016924,0,0,1,0,2
9,12,4561.026660905422,328.71072239499136,2,14,2,0.834286246871844,0.2300570806020612,0,0,0,0,0,73.29503111375766,91.30830292589022,4519.315996560714,185.03914542931997,0,0,1,0,2
14,113,3475.765506547501,734.4676847096774,1,11,2,0.9559741719947091,0.128976357059036,0,0,0,0,0,99.14250286374396,80.53323958768263,3008.6366768303023,273.6799900653176,0,0,1,0,1
1,49,1167.2928217479634,832.6812325197092,1,7,2,0.9002278927810531,0.0073798046743272835,0,0,0,0,0,64.95155719179056,243.9902210659483,2294.5894240509606,468.9468930171187,0,0,1,0,2
113,458,8.256334735407147,3.7963658452600377,30,43,3,0.3352340069056968,0.17583621108271308,126,8,27,39,129,595.7295726660683,1163.5353850415154,43384.74328621936,1598.337045759272,28,12,3,12,44
21,23,4052.762333371839,575.2687591081136,1,12,2,0.9964626189016539,0.275923434048618,0,0,0,0,0,113.40587234728889,192.85490501760034,4803.961891716055,145.75070986442208,0,0,1,0,1
19,55,4620.396411665754,182.51933342782675,1,14,2,0.7655683234498853,0.19936917863110148,0,0,0,0,0,97.56718652598553,44.509635865806125,1879.6240346589368,105.87581006938296,0,0,1,0,1
32,82,1111.1748736194395,971.1622707427961,4,14,1,0.8518679080951868,0.2101802163924439,0,0,0,0,0,22.665855353332315,111.30677520573987,3549.8757617095816,378.58367044395294,0,0,1,0,0
230,439,13.786905382057258,3.3839253521217056,85,79,2,0.3257170519572251,0.6367605109535612,260,17,88,12,126,683.8023843997056,2979.1387431880903,27921.806629357332,5516.715534815302,55,4,6,15,20
34,99,856.044960737114,883.1746470132888,4,3,1,0.8964961072910391,0.1587064627048104,0,0,0,0,0,62.66134876073684,235.2874113137376,3120.604438040701,15.628841587900787,0,1,1,0,1
25,21,506.452125160967,643.4019977729756,6,10,1,0.8438720379122726,0.2736036372269514,0,0,0,0,2,46.51475046482431,268.9491167731861,1501.044442537262,98.89069605689849,0,0,1,0,1
36,23,1298.2730168378794,13.37314364469881,4,11,2,0.8463733535536777,0.03015427671525135,1,0,0,0,0,37.59331436630396,146.0388410186428,2237.1612358272005,415.8273874606324,0,0,1,0,0
276,184,81.86344883312789,0.16932123921332698,85,45,2,0.30968010696137666,0.5893167398178488,186,44,20,13,35,555.9285028823663,2574.708277221888,23648.710864822,5194.849945929143,91,14,6,16,24
382,361,83.5847273860783,3.7352863976900537,98,18,3,0.7326182330364798,0.32057920913532645,285,26,55,30,52,587.3792162753089,651.2844912058881,21331.76621288254,6475.15880456104,64,3,4,23,38
35,19,3109.4706539437834,397.3592204879323,4,1,1,0.8956623273515505,0.22907056482616375,0,0,0,0,0,95.39779791519294,250.46046073009606,3210.192416918215,94.44793144622949,0,0,1,0,2
188,600,56.93244177457594,4.172714111449577,31,18,3,0.7094650580497505,0.2357087158414018,238,4,98,34,41,105.02853167024608,1659.154568464086,10394.265614221604,7215.405386417872,46,14,6,38,14
150,314,12.106691627017735,2.459830471348037,39,32,4,0.8690508586344232,0.5800270607990782,99,33,91,39,63,392.2304520952683,1084.9425278831231,15525.235490124855,7277.07513127492,24,5,5,34,30
172,872,43.03721728767896,0.10096570355375589,61,29,4,0.11701088358767082,0.6903348975062215,15,34,33,6,62,237.64868208949818,2004.3346270200905,28069.117717456687,5071.993397673322,33,8,6,30,35
39,105,4671.94431438796,416.4885650849049,1,5,2,0.8039884225471318,0.23208822655582337,0,0,0,0,0,56.05146328963792,220.87795928031423,319.72386512406297,379.08679528627175,0,0,1,0,2
34,71,2218.9980453036233,205.9890246536541,3,11,2,0.839287871043546,0.1612542868963258,0,0,0,0,0,73.83262258544144,100.08839342276704,1048.1580388183654,466.83717220388576,0,0,1,0,2
35,69,4130.866875131899,538.9899282916119,7,10,2,0.9036088172244678,0.0408988036258192,0,0,0,0,0,88.5166322441455,53.09309594097176,3489.943261969286,146.9074970848588,0,0,1,0,1
15,105,572.6542594206516,198.88946613545318,5,9,1,0.9628901095521356,0.10261464483439363,0,0,0,0,0,108.11200618334229,114.43552923437919,4509.845830943551,399.7108369894266,0,1,1,0,2
32,69,2753.7034066378314,160.96732275713407,3,9,2,0.9914704756563198,0.2750114640075711,0,0,0,0,0,14.367812722577797,278.96781839149935,2416.5051976874224,43.523439960111986,0,0,1,0,0
21,41,2314.5422200213716,161.57603874333944,4,5,1,0.7022717047456957,0.06268986203589108,0,0,0,0,0,80.93192184551322,210.4763818256957,3129.7081738776715,114.43967095271861,1,0,1,0,1
